Distance in bp(Fragment Length Estimate: 189)(Peak Width Estimate: 189)	Same Strand (+ for Watson strand, - for Crick)	Opposite Strand
66	145796.0	148222.0
67	145654.0	147666.0
68	145255.0	147825.0
69	145793.0	148650.0
70	145866.0	148851.0
71	145491.0	148894.0
72	145581.0	149599.0
73	145809.0	149947.0
74	145405.0	150289.0
75	145246.0	150369.0
76	145256.0	150500.0
77	145936.0	151354.0
78	145578.0	151109.0
79	144637.0	152514.0
80	144834.0	153246.0
81	145123.0	153199.0
82	144897.0	154202.0
83	144941.0	154506.0
84	144589.0	154900.0
85	144218.0	155451.0
86	144984.0	156745.0
87	145026.0	157260.0
88	144231.0	157775.0
89	143608.0	158612.0
90	144211.0	158931.0
91	143817.0	159996.0
92	144338.0	160648.0
93	144336.0	161633.0
94	144341.0	163309.0
95	143893.0	163065.0
96	144406.0	164003.0
97	143574.0	164719.0
98	143940.0	166286.0
99	144733.0	166441.0
100	143168.0	167671.0
101	143440.0	168267.0
102	143475.0	169440.0
103	143216.0	169981.0
104	143225.0	171180.0
105	142687.0	171308.0
106	142525.0	173626.0
107	142515.0	174677.0
108	142949.0	175036.0
109	142559.0	176510.0
110	142076.0	177183.0
111	142498.0	178700.0
112	142202.0	180218.0
113	142323.0	179951.0
114	142455.0	181683.0
115	142287.0	182086.0
116	141992.0	182975.0
117	141836.0	184217.0
118	142183.0	185502.0
119	141255.0	185559.0
120	141912.0	187280.0
121	141572.0	188358.0
122	141318.0	188827.0
123	141708.0	190266.0
124	141607.0	190182.0
125	141338.0	191304.0
126	142164.0	192971.0
127	141290.0	192291.0
128	141255.0	193527.0
129	140989.0	194122.0
130	141074.0	195030.0
131	140588.0	196702.0
132	140502.0	197094.0
133	140825.0	197796.0
134	140554.0	198834.0
135	140873.0	200271.0
136	140568.0	200166.0
137	140193.0	200648.0
138	140933.0	201642.0
139	140959.0	202831.0
140	141175.0	203210.0
141	140142.0	204106.0
142	140822.0	204471.0
143	140052.0	205094.0
144	139946.0	205908.0
145	140348.0	206202.0
146	140324.0	206631.0
147	140437.0	206282.0
148	140460.0	207178.0
149	139691.0	207552.0
150	140250.0	207878.0
151	139618.0	208082.0
152	139431.0	209189.0
153	139332.0	209326.0
154	140060.0	209662.0
155	139642.0	209813.0
156	139768.0	209559.0
157	140666.0	210761.0
158	139034.0	210427.0
159	138956.0	211305.0
160	139437.0	211144.0
161	139069.0	211811.0
162	139733.0	211450.0
163	139254.0	211887.0
164	139680.0	212836.0
165	139692.0	212737.0
166	138871.0	213459.0
167	139412.0	212822.0
168	139151.0	212957.0
169	138772.0	213200.0
170	138716.0	214074.0
171	139209.0	213531.0
172	138018.0	213971.0
173	138695.0	213887.0
174	138649.0	214234.0
175	138194.0	213452.0
176	138315.0	214337.0
177	138441.0	214991.0
178	137944.0	214310.0
179	137736.0	215054.0
180	137801.0	214928.0
181	137700.0	214709.0
182	137716.0	215336.0
183	137617.0	214071.0
184	137549.0	214793.0
185	137948.0	214266.0
186	137464.0	215498.0
187	136949.0	215568.0
188	137395.0	214857.0
189	137810.0	214659.0
190	136696.0	215262.0
191	137141.0	214620.0
192	137093.0	214596.0
193	136354.0	215105.0
194	137102.0	214931.0
195	136717.0	214955.0
196	137169.0	214072.0
197	136289.0	213964.0
198	136856.0	214015.0
199	136643.0	214534.0
200	135963.0	214493.0
201	136894.0	214444.0
202	136368.0	214165.0
203	135961.0	213478.0
204	136366.0	213646.0
205	136247.0	213831.0
206	136440.0	213805.0
207	136494.0	214169.0
208	135819.0	212997.0
209	135853.0	213541.0
210	136081.0	214108.0
211	135937.0	212687.0
212	135673.0	212013.0
213	136102.0	212973.0
214	135687.0	212614.0
215	135641.0	211789.0
216	135648.0	211658.0
217	135389.0	211004.0
218	135372.0	211902.0
219	135941.0	211496.0
220	135362.0	210745.0
221	135341.0	210652.0
222	135252.0	210431.0
223	135427.0	211342.0
224	134439.0	210160.0
225	135028.0	209923.0
226	134930.0	209215.0
227	134582.0	208585.0
228	134715.0	209335.0
229	134802.0	208146.0
230	134951.0	208738.0
231	134440.0	207472.0
232	134477.0	207628.0
233	134592.0	207092.0
234	134509.0	206613.0
235	134661.0	207631.0
236	134336.0	206745.0
237	134673.0	205747.0
238	134342.0	206076.0
239	135465.0	205165.0
240	134311.0	205051.0
241	133580.0	204249.0
242	134422.0	204529.0
243	134364.0	203419.0
244	134229.0	204741.0
245	133574.0	204447.0
246	134036.0	203753.0
247	133361.0	202897.0
248	133944.0	202762.0
249	133430.0	203780.0
250	134098.0	145606.0
251	133731.0	145281.0
252	133722.0	145334.0
253	134067.0	144608.0
254	133537.0	144671.0
255	133690.0	144773.0
256	133340.0	144288.0
257	133274.0	144115.0
258	133532.0	144369.0
259	133099.0	143855.0
260	133316.0	143589.0
261	132849.0	143168.0
262	133325.0	143798.0
263	132254.0	143752.0
264	133275.0	143430.0
265	132668.0	143172.0
266	133498.0	143355.0
267	133384.0	143815.0
268	133005.0	143842.0
269	133433.0	142930.0
270	133343.0	143482.0
271	132256.0	142576.0
272	132674.0	142653.0
273	132625.0	142234.0
274	132119.0	141707.0
275	133091.0	141980.0
276	132661.0	141838.0
277	132273.0	142225.0
278	132252.0	141997.0
279	133036.0	142229.0
280	132631.0	141938.0
281	132770.0	142222.0
282	132079.0	142170.0
283	132454.0	141767.0
284	132341.0	141484.0
285	132011.0	141638.0
286	132328.0	141396.0
287	132152.0	141403.0
288	131739.0	141846.0
289	132180.0	141186.0
290	131891.0	141285.0
291	132417.0	141404.0
292	132019.0	141307.0
293	132209.0	141120.0
294	132143.0	141047.0
295	131254.0	141590.0
296	131846.0	140926.0
297	131687.0	141016.0
298	131649.0	140687.0
299	131972.0	140208.0
300	131402.0	140296.0
301	131442.0	140892.0
302	131877.0	140235.0
303	131894.0	140316.0
304	131064.0	140522.0
305	131213.0	140258.0
306	131861.0	140175.0
307	131192.0	140121.0
308	131620.0	140067.0
309	131522.0	140270.0
310	131454.0	139932.0
311	131694.0	139823.0
312	130842.0	139551.0
313	131279.0	139585.0
314	131767.0	139299.0
315	131906.0	139498.0
316	131498.0	139577.0
317	131051.0	139096.0
318	131672.0	139068.0
319	131378.0	138882.0
320	131101.0	138537.0
321	131386.0	139465.0
322	130750.0	138320.0
323	130985.0	139131.0
324	130411.0	138848.0
325	131198.0	138864.0
326	130766.0	138877.0
327	131669.0	138379.0
328	131121.0	138436.0
329	130721.0	138577.0
330	131139.0	138535.0
331	130714.0	138369.0
332	130988.0	138220.0
333	130701.0	137880.0
334	131195.0	138051.0
335	131138.0	137379.0
336	130598.0	137983.0
337	130912.0	138113.0
338	131600.0	137861.0
339	131015.0	138185.0
340	130797.0	138411.0
341	130878.0	137098.0
342	131099.0	138114.0
343	130361.0	137666.0
344	130713.0	137653.0
345	130705.0	137567.0
346	130180.0	137960.0
347	130935.0	137203.0
348	131228.0	137729.0
349	130494.0	137729.0
350	130778.0	137550.0
351	130261.0	137200.0
352	130962.0	137102.0
353	130602.0	137272.0
354	130520.0	137129.0
355	130293.0	137345.0
356	130470.0	137016.0
357	130048.0	136282.0
358	131027.0	137164.0
359	130447.0	136931.0
360	130466.0	137434.0
361	130023.0	136748.0
362	130766.0	136465.0
363	130201.0	137110.0
364	130625.0	136772.0
365	129490.0	136630.0
366	130362.0	136376.0
367	130510.0	136338.0
368	129687.0	136001.0
369	130290.0	136373.0
370	130806.0	135692.0
371	130183.0	136987.0
372	130764.0	136288.0
373	130476.0	135697.0
374	129975.0	135813.0
375	129337.0	136076.0
376	130184.0	135670.0
377	130384.0	136034.0
378	130361.0	135785.0
379	129711.0	136209.0
380	129439.0	135343.0
381	129450.0	136109.0
382	129885.0	135367.0
383	130186.0	135778.0
384	128899.0	135216.0
385	129549.0	135931.0
386	129536.0	136101.0
387	129533.0	136422.0
388	129826.0	135571.0
389	129533.0	135545.0
390	130034.0	135143.0
391	129546.0	135021.0
392	129654.0	135404.0
393	129829.0	135624.0
394	129683.0	135020.0
395	129708.0	134866.0
396	128896.0	134778.0
397	130241.0	135259.0
398	129351.0	134905.0
399	129035.0	135218.0
400	129469.0	135440.0
401	130004.0	134073.0
402	129573.0	134424.0
403	129503.0	134446.0
404	129319.0	134327.0
405	129307.0	134600.0
406	129707.0	134366.0
407	129120.0	134309.0
408	129705.0	134249.0
409	129437.0	134304.0
410	129586.0	134247.0
411	129025.0	133855.0
412	129701.0	134598.0
413	129168.0	134141.0
414	128878.0	133652.0
415	129519.0	134290.0
416	129264.0	133800.0
417	129801.0	134427.0
418	129285.0	133707.0
419	128906.0	133854.0
420	129377.0	133992.0
421	129198.0	133116.0
422	129709.0	133109.0
423	128597.0	133553.0
424	129235.0	133972.0
425	129178.0	133896.0
426	128662.0	133146.0
427	129429.0	133888.0
428	128392.0	132572.0
429	129182.0	133753.0
430	129450.0	132917.0
431	128876.0	133073.0
432	128451.0	133543.0
433	129476.0	132500.0
434	128639.0	132557.0
435	128736.0	132413.0
436	129797.0	132878.0
437	128995.0	132293.0
438	129027.0	133012.0
439	129614.0	132577.0
440	129315.0	132779.0
441	128726.0	132583.0
442	128150.0	132717.0
443	128960.0	132852.0
444	128158.0	132387.0
445	128395.0	132878.0
446	128191.0	132920.0
447	129145.0	132553.0
448	128677.0	132013.0
449	128522.0	132756.0
450	128627.0	132871.0
451	128967.0	132709.0
452	128374.0	132296.0
453	129002.0	132046.0
454	128508.0	131823.0
455	128363.0	132231.0
456	128534.0	132116.0
457	128596.0	131773.0
458	128174.0	132264.0
459	128159.0	132293.0
460	128966.0	131635.0
461	128691.0	132987.0
462	128330.0	132021.0
463	129080.0	131963.0
464	128265.0	131821.0
465	128506.0	132202.0
466	128701.0	131705.0
467	128321.0	132175.0
468	128748.0	132251.0
469	127840.0	132064.0
470	128241.0	131703.0
471	128436.0	131594.0
472	128519.0	131767.0
473	128743.0	131958.0
474	128222.0	131557.0
475	127873.0	131533.0
476	127923.0	131733.0
477	128467.0	132004.0
478	128367.0	131715.0
479	128024.0	131011.0
480	128266.0	131946.0
481	128494.0	131691.0
482	127681.0	130832.0
483	128154.0	131354.0
484	128109.0	132093.0
485	127864.0	131577.0
486	128143.0	131524.0
487	127951.0	131177.0
488	127416.0	131174.0
489	127981.0	131929.0
490	127861.0	130993.0
491	127827.0	131234.0
492	128445.0	131087.0
493	127823.0	131392.0
494	128081.0	130916.0
495	128012.0	131676.0
496	127508.0	130591.0
497	127982.0	131301.0
498	127796.0	130740.0
499	127489.0	130951.0
500	127136.0	131516.0
501	127442.0	130941.0
502	127832.0	131299.0
503	127929.0	130366.0
504	128136.0	130508.0
505	126978.0	130368.0
506	128035.0	130966.0
507	128191.0	130403.0
508	128463.0	130475.0
509	127215.0	130771.0
510	126895.0	130466.0
511	127707.0	130571.0
512	127253.0	130843.0
513	128012.0	130227.0
514	127663.0	130607.0
515	126909.0	130065.0
516	127642.0	130858.0
517	127457.0	130453.0
518	127398.0	130447.0
519	127826.0	130311.0
520	128060.0	130414.0
521	127536.0	129841.0
522	127684.0	130007.0
523	127282.0	130796.0
524	126933.0	130774.0
525	127452.0	130042.0
526	127572.0	130272.0
527	127503.0	130498.0
528	127526.0	130544.0
529	128080.0	129624.0
530	127314.0	130020.0
531	127539.0	130242.0
532	127157.0	130257.0
533	127343.0	129714.0
534	127718.0	129683.0
535	126852.0	130742.0
536	127521.0	130079.0
537	127118.0	130267.0
538	127528.0	129789.0
539	126982.0	130375.0
540	127575.0	130073.0
541	127192.0	129940.0
542	126581.0	130058.0
543	126726.0	130117.0
544	126574.0	129867.0
545	126383.0	130116.0
546	127049.0	130509.0
547	126751.0	130106.0
548	127170.0	129902.0
549	126864.0	129876.0
550	127111.0	129139.0
551	126226.0	129314.0
552	126871.0	129763.0
553	127125.0	129334.0
554	126468.0	129497.0
555	126825.0	129646.0
556	126468.0	129271.0
557	126933.0	129509.0
558	126738.0	128944.0
559	127154.0	130157.0
560	125886.0	129442.0
561	126278.0	129759.0
562	126898.0	129788.0
563	126738.0	129484.0
564	126417.0	129391.0
565	127024.0	128716.0
566	126981.0	129025.0
567	126639.0	129062.0
568	126826.0	128945.0
569	126485.0	129491.0
570	126690.0	128848.0
571	126630.0	129488.0
572	126954.0	128617.0
573	125778.0	129052.0
574	126946.0	129534.0
575	126774.0	129631.0
576	126420.0	128548.0
577	126585.0	129533.0
578	126459.0	128836.0
579	126845.0	129117.0
580	126661.0	129231.0
581	126450.0	129521.0
582	126939.0	129540.0
583	125880.0	129039.0
584	125988.0	129762.0
585	126413.0	128542.0
586	126666.0	128698.0
587	126708.0	128396.0
588	127024.0	129449.0
589	126300.0	129163.0
590	125884.0	129564.0
591	126957.0	128780.0
592	126027.0	128890.0
593	126375.0	128986.0
594	126197.0	128159.0
595	125391.0	129079.0
596	126557.0	128265.0
597	126529.0	129207.0
598	127016.0	128883.0
599	126424.0	128315.0
600	126651.0	128889.0
601	125186.0	128126.0
602	126274.0	128942.0
603	126296.0	128244.0
604	125517.0	128950.0
605	126040.0	128497.0
606	126375.0	128365.0
607	126377.0	128297.0
608	125648.0	128664.0
609	126346.0	128481.0
610	126491.0	128289.0
611	125542.0	128463.0
612	125530.0	128182.0
613	126030.0	128131.0
614	125714.0	128262.0
615	125892.0	128370.0
616	125183.0	128899.0
617	125858.0	128304.0
618	125655.0	129305.0
619	125256.0	128056.0
620	125913.0	128207.0
621	126473.0	128376.0
622	125810.0	128342.0
623	126077.0	128499.0
624	125922.0	128287.0
625	125925.0	128324.0
626	125822.0	128272.0
627	125704.0	127834.0
628	126001.0	127775.0
629	126434.0	128417.0
630	125996.0	128268.0
631	126305.0	128004.0
632	125431.0	128274.0
633	125868.0	128186.0
634	125616.0	128095.0
635	125594.0	128238.0
636	125799.0	127819.0
637	125787.0	127900.0
638	125690.0	128049.0
639	125529.0	127874.0
640	125544.0	128428.0
641	125603.0	128021.0
642	126297.0	128984.0
643	125184.0	128417.0
644	126139.0	127583.0
645	126252.0	127950.0
646	125914.0	128784.0
647	125329.0	128190.0
648	125727.0	128265.0
649	125772.0	128175.0
650	125642.0	128014.0
651	125560.0	127988.0
652	125964.0	128202.0
653	125215.0	128041.0
654	125469.0	127772.0
655	125299.0	128136.0
656	126017.0	128617.0
657	125259.0	128016.0
658	124991.0	128091.0
659	125583.0	127025.0
660	125063.0	127541.0
661	125949.0	128014.0
662	125252.0	128168.0
663	125572.0	128379.0
664	125437.0	128050.0
665	125517.0	127737.0
666	125407.0	128298.0
667	124963.0	127240.0
668	124863.0	127839.0
669	125211.0	127870.0
670	124571.0	127704.0
671	124940.0	127712.0
672	125623.0	127879.0
673	125611.0	127482.0
674	125358.0	127791.0
675	125428.0	127838.0
676	125029.0	127607.0
677	124774.0	126913.0
678	125039.0	127405.0
679	125337.0	127321.0
680	125271.0	127556.0
681	124856.0	126977.0
682	125457.0	127314.0
683	125415.0	127139.0
684	125601.0	127585.0
685	125676.0	127632.0
686	125404.0	127665.0
687	124863.0	128178.0
688	125248.0	127562.0
689	125608.0	127117.0
690	125359.0	127418.0
691	124495.0	127677.0
692	124920.0	127534.0
693	124936.0	126865.0
694	124804.0	127010.0
695	124992.0	127188.0
696	124595.0	127731.0
697	125093.0	127657.0
698	125166.0	127117.0
699	124887.0	126502.0
700	124805.0	126926.0
701	124787.0	127075.0
702	124873.0	127355.0
703	124537.0	127031.0
704	125076.0	127451.0
705	124633.0	127069.0
706	124632.0	127564.0
707	124506.0	127358.0
708	124528.0	126097.0
709	124999.0	126782.0
710	124357.0	127624.0
711	124379.0	127096.0
712	124642.0	127716.0
713	125232.0	127069.0
714	124447.0	127087.0
715	124662.0	126731.0
716	124640.0	126755.0
717	123917.0	126895.0
718	124813.0	126939.0
719	123990.0	126586.0
720	124982.0	127104.0
721	124524.0	126188.0
722	124026.0	127015.0
723	124957.0	126863.0
724	124478.0	127078.0
725	124836.0	127211.0
726	124697.0	126596.0
727	124092.0	125851.0
728	124307.0	126922.0
729	124151.0	126671.0
730	123929.0	126967.0
731	124190.0	126972.0
732	124432.0	126515.0
733	124724.0	125928.0
734	124755.0	126697.0
735	125294.0	126392.0
736	124810.0	126568.0
737	123501.0	126820.0
738	124125.0	126523.0
739	124478.0	126571.0
740	124574.0	126332.0
741	123835.0	126261.0
742	124323.0	126174.0
743	124005.0	125986.0
744	124323.0	126515.0
745	124354.0	126783.0
746	123466.0	126329.0
747	123697.0	126726.0
748	124137.0	126650.0
749	124102.0	125759.0
750	124472.0	126321.0
751	123823.0	126707.0
752	124009.0	126580.0
753	123301.0	126731.0
754	124597.0	125997.0
755	123711.0	126156.0
756	123814.0	126218.0
757	123670.0	125922.0
758	124038.0	125966.0
759	123942.0	125765.0
760	123680.0	126162.0
761	124289.0	126237.0
762	123692.0	126066.0
763	123527.0	126028.0
764	123736.0	126150.0
765	124125.0	126249.0
766	124207.0	126335.0
767	124145.0	126085.0
768	124211.0	125901.0
769	123809.0	126221.0
770	123666.0	126567.0
771	123757.0	126607.0
772	124239.0	125554.0
773	123760.0	125775.0
774	123815.0	125952.0
775	124810.0	126485.0
776	124032.0	125639.0
777	123652.0	125910.0
778	123864.0	125291.0
779	124144.0	125833.0
780	123711.0	125573.0
781	123733.0	125852.0
782	123591.0	125711.0
783	123675.0	126788.0
784	123157.0	125054.0
785	122905.0	125946.0
786	123988.0	126147.0
787	123691.0	125535.0
788	123706.0	125838.0
789	123755.0	125996.0
790	123732.0	125348.0
791	123920.0	125983.0
792	124319.0	125860.0
793	123738.0	125564.0
794	123968.0	125858.0
795	123879.0	125630.0
796	123689.0	125809.0
797	123760.0	125163.0
798	123371.0	126302.0
799	123504.0	125291.0
800	123815.0	125871.0
801	124095.0	125320.0
802	123898.0	125669.0
803	123440.0	125690.0
804	123412.0	125947.0
805	123476.0	125606.0
806	123559.0	125191.0
807	123671.0	126095.0
808	123702.0	125451.0
809	123747.0	125740.0
810	123594.0	125258.0
811	123374.0	125324.0
812	123236.0	125059.0
813	123468.0	125491.0
814	123093.0	125572.0
815	124118.0	125570.0
816	124199.0	125680.0
817	123661.0	125219.0
818	123363.0	125760.0
819	123231.0	125502.0
820	123606.0	125732.0
821	123999.0	125042.0
822	123080.0	124895.0
823	124008.0	125308.0
824	123304.0	124911.0
825	123341.0	125438.0
826	123871.0	126044.0
827	123664.0	125388.0
828	123747.0	125503.0
829	123659.0	125075.0
830	122549.0	125722.0
831	123785.0	125188.0
832	123581.0	124380.0
833	123436.0	125227.0
834	123335.0	125357.0
835	123186.0	125423.0
836	123158.0	125254.0
837	122808.0	125433.0
838	123524.0	124692.0
839	123469.0	125357.0
840	123083.0	125498.0
841	123662.0	124814.0
842	123644.0	124526.0
843	123275.0	125141.0
844	123241.0	124989.0
845	122947.0	125392.0
846	123221.0	125011.0
847	122947.0	125214.0
848	123565.0	124689.0
849	123719.0	124916.0
850	123207.0	124959.0
851	122144.0	124707.0
852	123235.0	125022.0
853	122718.0	124786.0
854	122645.0	125062.0
855	123228.0	125287.0
856	122689.0	124648.0
857	122913.0	124862.0
858	122531.0	124808.0
859	122934.0	125101.0
860	122235.0	124551.0
861	122753.0	124585.0
862	122729.0	125148.0
863	122784.0	124711.0
864	123182.0	125243.0
865	122611.0	124449.0
866	123156.0	124884.0
867	123163.0	124613.0
868	122668.0	124341.0
869	122452.0	125004.0
870	123168.0	124346.0
871	122951.0	124196.0
872	122458.0	124609.0
873	122614.0	124875.0
874	122757.0	124245.0
875	123437.0	124610.0
876	122627.0	124756.0
877	122962.0	123991.0
878	122983.0	124456.0
879	122437.0	124106.0
880	122685.0	124596.0
881	122967.0	124315.0
882	122490.0	124418.0
883	122342.0	124254.0
884	122700.0	124503.0
885	122992.0	124346.0
886	122538.0	124147.0
887	122790.0	124214.0
888	123081.0	124581.0
889	122950.0	124052.0
890	122853.0	124537.0
891	122929.0	124756.0
892	122547.0	124472.0
893	122890.0	124171.0
894	122086.0	124665.0
895	121711.0	124520.0
896	122867.0	123781.0
897	121842.0	124504.0
898	122527.0	124827.0
899	122885.0	124046.0
900	122220.0	123947.0
901	122177.0	124121.0
902	122852.0	124193.0
903	122282.0	123730.0
904	122901.0	124342.0
905	122247.0	123606.0
906	122111.0	123939.0
907	122833.0	124776.0
908	122666.0	124049.0
909	122449.0	123867.0
910	122144.0	124264.0
911	122828.0	123609.0
912	122266.0	124340.0
913	122475.0	123967.0
914	122901.0	123322.0
915	122655.0	125091.0
916	122361.0	124606.0
917	123068.0	123949.0
918	122484.0	123975.0
919	122527.0	124132.0
920	121778.0	123577.0
921	122737.0	123939.0
922	122431.0	124167.0
923	121688.0	123709.0
924	122132.0	124108.0
925	122593.0	123917.0
926	121533.0	123782.0
927	121669.0	124565.0
928	122341.0	123891.0
929	122113.0	123604.0
930	121718.0	123621.0
931	122017.0	123703.0
932	122089.0	123682.0
933	122407.0	123839.0
934	122968.0	124395.0
935	122765.0	124232.0
936	122058.0	123992.0
937	122508.0	123710.0
938	121886.0	124166.0
939	122456.0	124173.0
940	121847.0	123425.0
941	121637.0	124058.0
942	122205.0	124169.0
943	121900.0	123863.0
944	122096.0	123250.0
945	122172.0	124167.0
946	121796.0	123802.0
947	122326.0	123818.0
948	122213.0	123741.0
949	121406.0	123944.0
950	121630.0	123473.0
951	122438.0	123437.0
952	122091.0	123589.0
953	121586.0	124318.0
954	122404.0	123966.0
955	122266.0	123823.0
956	122435.0	123568.0
957	121943.0	123430.0
958	121813.0	123666.0
959	121731.0	123360.0
960	122030.0	123500.0
961	122316.0	123087.0
962	121779.0	123915.0
963	121779.0	123537.0
964	121954.0	123348.0
965	122216.0	123758.0
966	122171.0	123454.0
967	121610.0	123457.0
968	121726.0	122919.0
969	121899.0	123948.0
970	122416.0	123379.0
971	121954.0	123878.0
972	121578.0	123484.0
973	122322.0	123649.0
974	121916.0	122638.0
975	122025.0	123331.0
976	121652.0	123216.0
977	121822.0	122928.0
978	121874.0	123778.0
979	121520.0	123930.0
980	121887.0	123128.0
981	121700.0	123135.0
982	121854.0	123735.0
983	121609.0	123952.0
984	121979.0	123811.0
985	121733.0	122563.0
986	121512.0	122912.0
987	121784.0	123953.0
988	122034.0	122757.0
989	121800.0	122695.0
990	121324.0	123283.0
991	122124.0	122929.0
992	121787.0	122580.0
993	121515.0	123890.0
994	122424.0	122919.0
995	122094.0	123682.0
996	121957.0	123504.0
997	121867.0	122963.0
998	121403.0	122960.0
999	121273.0	123225.0
1000	121842.0	123527.0
1001	122292.0	123648.0
1002	122193.0	123305.0
1003	121690.0	122530.0
1004	121414.0	122617.0
1005	121712.0	123002.0
1006	120742.0	123217.0
1007	121429.0	123186.0
1008	120921.0	123690.0
1009	121347.0	123040.0
1010	121709.0	123015.0
1011	121469.0	123384.0
1012	121861.0	122799.0
1013	121811.0	123007.0
1014	121304.0	122494.0
1015	122021.0	122769.0
1016	121812.0	123180.0
1017	121537.0	122771.0
1018	121271.0	122431.0
1019	121737.0	123688.0
1020	121160.0	122848.0
1021	121358.0	122581.0
1022	121201.0	122696.0
1023	121417.0	122806.0
1024	121565.0	122663.0
1025	121188.0	122605.0
1026	121601.0	122790.0
1027	121753.0	123095.0
1028	121693.0	123026.0
1029	121467.0	122970.0
1030	121735.0	122438.0
1031	120913.0	122576.0
1032	121555.0	123183.0
1033	121257.0	123541.0
1034	121158.0	123701.0
1035	121204.0	122665.0
1036	121740.0	122948.0
1037	121382.0	122464.0
1038	121431.0	123204.0
1039	121364.0	122186.0
1040	121711.0	122648.0
1041	121446.0	123003.0
1042	121080.0	122904.0
1043	121474.0	122506.0
1044	121147.0	122273.0
1045	121553.0	122745.0
1046	121417.0	122700.0
1047	121277.0	122685.0
1048	121480.0	122481.0
1049	121794.0	122379.0
1050	121065.0	123207.0
1051	120992.0	122592.0
1052	121132.0	122676.0
1053	121183.0	122131.0
1054	121514.0	121898.0
1055	121120.0	122361.0
1056	121254.0	122362.0
1057	120477.0	122564.0
1058	121106.0	122658.0
1059	120187.0	122617.0
1060	120810.0	122919.0
1061	120711.0	122671.0
1062	121144.0	122134.0
1063	121636.0	122269.0
1064	120773.0	122578.0
1065	120971.0	122877.0
1066	121000.0	122547.0
1067	120897.0	122595.0
1068	121004.0	122649.0
1069	120206.0	121701.0
1070	120940.0	122173.0
1071	121395.0	122271.0
1072	120835.0	122953.0
1073	120521.0	122342.0
1074	120784.0	122309.0
1075	120473.0	122418.0
1076	120911.0	122180.0
1077	120714.0	122529.0
1078	120875.0	122386.0
1079	120974.0	122618.0
1080	121042.0	122327.0
1081	121186.0	122511.0
1082	121144.0	122513.0
1083	120995.0	122317.0
1084	121128.0	122115.0
1085	120854.0	123068.0
1086	121169.0	121747.0
1087	120767.0	121780.0
1088	120595.0	121633.0
1089	121061.0	121888.0
1090	120462.0	122858.0
1091	120556.0	122565.0
1092	120338.0	122924.0
1093	121452.0	122606.0
1094	120983.0	122057.0
1095	121156.0	122059.0
1096	120407.0	121979.0
1097	120503.0	122401.0
1098	121111.0	121722.0
1099	120873.0	122742.0
1100	120594.0	122502.0
1101	120392.0	122296.0
1102	120705.0	121831.0
1103	120551.0	122190.0
1104	120907.0	122333.0
1105	120523.0	122404.0
1106	120096.0	121937.0
1107	120517.0	121789.0
1108	121091.0	121355.0
1109	120465.0	121623.0
1110	120659.0	121815.0
1111	120485.0	122153.0
1112	120630.0	122100.0
1113	120618.0	121650.0
1114	120942.0	122328.0
1115	120855.0	122320.0
1116	120681.0	122278.0
1117	120321.0	122428.0
1118	120228.0	121970.0
1119	120559.0	122505.0
1120	120323.0	121797.0
1121	120083.0	121865.0
1122	120671.0	120890.0
1123	121257.0	122737.0
1124	120862.0	122036.0
1125	119982.0	121785.0
1126	120795.0	122438.0
1127	120948.0	121778.0
1128	120673.0	122166.0
1129	120778.0	122178.0
1130	120411.0	121623.0
1131	120085.0	122197.0
1132	120596.0	121569.0
1133	120836.0	121810.0
1134	120677.0	122289.0
1135	120572.0	121381.0
1136	119902.0	121306.0
1137	119697.0	121769.0
1138	120247.0	121657.0
1139	120500.0	121727.0
1140	120296.0	121732.0
1141	120679.0	121688.0
1142	120518.0	121015.0
1143	120463.0	121461.0
1144	120614.0	121796.0
1145	120655.0	121928.0
1146	119991.0	121922.0
1147	120163.0	121333.0
1148	120253.0	121537.0
1149	120692.0	121843.0
1150	119877.0	121769.0
1151	120731.0	121577.0
1152	120293.0	121308.0
1153	119832.0	121660.0
1154	120113.0	121238.0
1155	120315.0	121743.0
1156	120536.0	121652.0
1157	120301.0	121173.0
1158	120345.0	121655.0
1159	119912.0	121545.0
1160	120014.0	122511.0
1161	120440.0	121438.0
1162	120324.0	121773.0
1163	119940.0	121979.0
1164	120145.0	122301.0
1165	119998.0	121395.0
1166	119678.0	121171.0
1167	120352.0	121026.0
1168	120371.0	121481.0
1169	119874.0	121929.0
1170	119585.0	121855.0
1171	119835.0	121564.0
1172	119745.0	121970.0
1173	120190.0	121930.0
1174	120307.0	121531.0
1175	119542.0	121119.0
1176	119507.0	121260.0
1177	119686.0	121237.0
1178	120097.0	120844.0
1179	120086.0	121464.0
1180	119746.0	121974.0
1181	120130.0	122200.0
1182	119719.0	121339.0
1183	120143.0	121666.0
1184	119498.0	122037.0
1185	119741.0	120799.0
1186	119498.0	120877.0
1187	119108.0	121090.0
1188	119476.0	121843.0
1189	119471.0	121161.0
1190	119644.0	121000.0
1191	119824.0	120950.0
1192	119191.0	121650.0
1193	119902.0	121777.0
1194	119877.0	121033.0
1195	120013.0	121096.0
1196	119837.0	121722.0
1197	119933.0	120817.0
1198	119517.0	121051.0
1199	119575.0	121459.0
1200	119830.0	121216.0
1201	119738.0	121242.0
1202	119723.0	121197.0
1203	119990.0	120682.0
1204	119770.0	121533.0
1205	119833.0	120996.0
1206	120168.0	121509.0
1207	119619.0	121534.0
1208	119270.0	121180.0
